State,Date,Category,Total,week_start,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,month,week_of_year,quarter,is_holiday
Alabama,2020-05-03,Beverages,128066131,2020-05-03,118114595.0,132632134.0,129106730.0,121865237.0,5643463.298381996,5,18,2,False
Alabama,2020-05-10,Beverages,127906087,2020-05-10,128066131.0,127145065.0,123782286.0,121212950.85714285,4511689.909981068,5,19,2,False
Alabama,2020-05-17,Beverages,130340051,2020-05-17,127906087.0,116657084.0,116218909.0,121321668.28571428,4660054.839879393,5,20,2,False
Alabama,2020-05-24,Beverages,134708619,2020-05-24,130340051.0,123259529.0,109968011.0,123276377.85714285,5138641.168874144,5,21,2,False
Alabama,2020-05-31,Beverages,129887877,2020-05-31,134708619.0,117506179.0,112189104.0,124911962.14285715,6511630.621015843,5,22,2,False
Alabama,2020-06-07,Beverages,132304541,2020-06-07,129887877.0,117742073.0,110932913.0,126680776.14285715,5913936.534663507,6,23,2,False
Alabama,2020-06-14,Beverages,131401893,2020-06-14,132304541.0,118114595.0,109056410.0,128761128.71428572,4873452.382835572,6,24,2,False
Alabama,2020-06-21,Beverages,133712552,2020-06-21,131401893.0,128066131.0,113040422.0,130659314.14285715,2225083.2192769824,6,25,2,False
Alabama,2020-06-28,Beverages,132320128,2020-06-28,133712552.0,127906087.0,109574036.0,131465945.71428572,2161350.38756101,6,26,2,False
Alabama,2020-07-05,Beverages,138414683,2020-07-05,132320128.0,130340051.0,108083724.0,132096523.0,1602394.9844534763,7,27,3,False
Alabama,2020-07-12,Beverages,129799793,2020-07-12,138414683.0,134708619.0,108528456.0,133250041.85714285,2549324.824501543,7,28,3,False
Alabama,2020-07-19,Beverages,133548791,2020-07-19,129799793.0,129887877.0,116541575.0,132548781.0,2721024.0139635378,7,29,3,False
Alabama,2020-07-26,Beverages,132657649,2020-07-26,133548791.0,132304541.0,106949922.0,133071768.71428572,2502364.557481904,7,30,3,False
Alabama,2020-08-02,Beverages,131945461,2020-08-02,132657649.0,131401893.0,104239954.0,133122212.71428572,2489918.0491973525,8,31,3,False
Alabama,2020-08-09,Beverages,137744835,2020-08-09,131945461.0,133712552.0,108717628.0,133199865.28571428,2443091.673234647,8,32,3,False
Alabama,2020-08-16,Beverages,137880677,2020-08-16,137744835.0,132320128.0,105904866.0,133775905.71428572,2924087.7081854157,8,33,3,False
Alabama,2020-08-23,Beverages,131642695,2020-08-23,137880677.0,138414683.0,106265737.0,134570269.85714287,3165997.479706167,8,34,3,False
Alabama,2020-08-30,Beverages,128713002,2020-08-30,131642695.0,129799793.0,108358280.0,133602843.0,2863677.9386529652,8,35,3,False
Alabama,2020-09-06,Beverages,137905687,2020-09-06,128713002.0,133548791.0,109022482.0,133447587.14285715,3086449.2865435146,9,36,3,False
Alabama,2020-09-13,Beverages,134469488,2020-09-13,137905687.0,132657649.0,107397612.0,134070000.85714285,3460714.3086419646,9,37,3,False
Alabama,2020-09-20,Beverages,129079260,2020-09-20,134469488.0,131945461.0,107801054.0,134328835.0,3412826.459458235,9,38,3,False
Alabama,2020-09-27,Beverages,127614100,2020-09-27,129079260.0,137744835.0,116651493.0,133919377.71428572,3821661.3865031684,9,39,3,False
Alabama,2020-10-04,Beverages,133713630,2020-10-04,127614100.0,137880677.0,119441834.0,132472129.85714285,4012416.253884171,10,40,4,False
Alabama,2020-10-11,Beverages,128170886,2020-10-11,133713630.0,131642695.0,132632134.0,131876837.42857143,3433130.979163444,10,41,4,False
Alabama,2020-10-18,Beverages,122464550,2020-10-18,128170886.0,128713002.0,127145065.0,131380864.71428572,3673496.7580826087,10,42,4,False
Alabama,2020-10-25,Beverages,121301025,2020-10-25,122464550.0,137905687.0,116657084.0,130488228.71428572,4799815.955458892,10,43,4,False
Alabama,2020-11-01,Beverages,120522114,2020-11-01,121301025.0,134469488.0,123259529.0,128116134.14285715,4648591.622674738,11,44,4,False
Alabama,2020-11-08,Beverages,120902500,2020-11-08,120522114.0,129079260.0,117506179.0,126123652.14285715,4484576.322950743,11,45,4,False
Alabama,2020-11-15,Beverages,117987142,2020-11-15,120902500.0,127614100.0,117742073.0,124955543.57142857,4625294.462066112,11,46,4,False
Alabama,2020-11-22,Beverages,124645965,2020-11-22,117987142.0,133713630.0,118114595.0,123580263.85714285,5042737.070775944,11,47,4,False
Alabama,2020-11-29,Beverages,118491656,2020-11-29,124645965.0,128170886.0,128066131.0,122284883.14285715,3040416.1212130655,11,48,4,False
Alabama,2020-12-06,Beverages,116104621,2020-12-06,118491656.0,122464550.0,127906087.0,120902136.0,2106741.7709542317,12,49,4,False
Alabama,2020-12-13,Beverages,116502691,2020-12-13,116104621.0,121301025.0,130340051.0,119993574.71428572,2559719.6728470437,12,50,4,False
Alabama,2020-12-20,Beverages,122244236,2020-12-20,116502691.0,120522114.0,134708619.0,119308098.42857143,2752994.533595209,12,51,4,False
Alabama,2020-12-27,Beverages,115522663,2020-12-27,122244236.0,120902500.0,129887877.0,119554115.85714285,2922236.186763065,12,52,4,False
Alabama,2021-01-03,Beverages,115331048,2021-01-03,115522663.0,117987142.0,132304541.0,118785567.71428572,3163995.189765748,1,53,1,False
Alabama,2021-01-10,Beverages,117780959,2021-01-10,115331048.0,124645965.0,131401893.0,118406125.71428572,3388308.6413142476,1,1,1,False
Alabama,2021-01-17,Beverages,115816664,2021-01-17,117780959.0,118491656.0,133712552.0,117425410.57142857,2238847.6599337603,1,2,1,False
Alabama,2021-01-24,Beverages,113870548,2021-01-24,115816664.0,116104621.0,132320128.0,117043268.85714285,2252491.7028320096,1,3,1,False
Alabama,2021-01-31,Beverages,115802738,2021-01-31,113870548.0,116502691.0,138414683.0,116724115.57142857,2506794.1450171033,1,4,1,False
Alabama,2021-02-07,Beverages,117468184,2021-02-07,115802738.0,122244236.0,129799793.0,116624122.28571428,2527506.8287721216,2,5,1,False
Alabama,2021-02-14,Beverages,115644582,2021-02-14,117468184.0,115522663.0,133548791.0,115941829.14285715,1229757.8084972377,2,6,1,False
Alabama,2021-02-21,Beverages,112186375,2021-02-21,115644582.0,115331048.0,132657649.0,115959246.14285715,1224550.1808719977,2,7,1,False
Alabama,2021-02-28,Beverages,124158003,2021-02-28,112186375.0,117780959.0,131945461.0,115510007.14285715,1809651.7430703791,2,8,1,False
Alabama,2021-03-07,Beverages,126283023,2021-03-07,124158003.0,115816664.0,137744835.0,116421013.42857143,3520246.7214226066,3,9,1,False
Alabama,2021-03-14,Beverages,143739698,2021-03-14,126283023.0,113870548.0,137880677.0,117916207.57142857,4898829.52112178,3,10,1,False
Alabama,2021-03-21,Beverages,138119750,2021-03-21,143739698.0,115802738.0,131642695.0,122183229.0,9935669.56678607,3,11,1,False
Alabama,2021-03-28,Beverages,124801756,2021-03-28,138119750.0,117468184.0,128713002.0,125371373.57142857,10909595.27667905,3,12,1,False
Alabama,2021-04-04,Beverages,131843895,2021-04-04,124801756.0,115644582.0,137905687.0,126419026.71428572,10442467.570510458,4,13,2,False
Alabama,2021-04-11,Beverages,126097509,2021-04-11,131843895.0,112186375.0,134469488.0,128733214.28571428,9555613.091895299,4,14,2,False
Alabama,2021-04-18,Beverages,126192682,2021-04-18,126097509.0,124158003.0,129079260.0,130720519.14285715,7017036.19540457,4,15,2,False
Alabama,2021-04-25,Beverages,127348328,2021-04-25,126192682.0,126283023.0,127614100.0,131011187.57142857,6777218.697252518,4,16,2,False
Alabama,2021-05-02,Beverages,134697460,2021-05-02,127348328.0,143739698.0,133713630.0,131163374.0,6680608.697191426,5,17,2,False
Alabama,2021-05-09,Beverages,136554064,2021-05-09,134697460.0,138119750.0,128170886.0,129871625.71428572,4706519.354224485,5,18,2,False
Alabama,2021-05-16,Beverages,135462842,2021-05-16,136554064.0,124801756.0,122464550.0,129647956.28571428,4331487.737465132,5,19,2,False
Alabama,2021-05-23,Beverages,140446890,2021-05-23,135462842.0,131843895.0,121301025.0,131170968.57142857,4232911.457387308,5,20,2,False
Alabama,2021-05-30,Beverages,139935911,2021-05-30,140446890.0,126097509.0,120522114.0,132399967.85714285,5351095.875790592,5,21,2,False
Alabama,2021-06-06,Beverages,140893518,2021-06-06,139935911.0,126192682.0,120902500.0,134376882.42857143,5211960.178976146,6,22,2,False
Alabama,2021-06-13,Beverages,137083192,2021-06-13,140893518.0,127348328.0,117987142.0,136477001.85714287,4387703.492498219,6,23,2,False
Alabama,2021-06-20,Beverages,144489981,2021-06-20,137083192.0,134697460.0,124645965.0,137867696.7142857,2337891.2465845067,6,24,2,False
Alabama,2021-06-27,Beverages,140720826,2021-06-27,144489981.0,136554064.0,118491656.0,139266628.2857143,2887542.9473968814,6,25,2,False
Alabama,2021-07-04,Beverages,150209239,2021-07-04,140720826.0,135462842.0,116104621.0,139861880.0,2689709.0569165,7,26,3,False
Alabama,2021-07-11,Beverages,137692247,2021-07-11,150209239.0,140446890.0,116502691.0,141968508.14285713,3915041.9027041015,7,27,3,False
Alabama,2021-07-18,Beverages,143840884,2021-07-18,137692247.0,139935911.0,122244236.0,141574987.7142857,4177831.819681785,7,28,3,False
Alabama,2021-07-25,Beverages,143718288,2021-07-25,143840884.0,140893518.0,115522663.0,142132841.0,4182433.715270909,7,29,3,False
Alabama,2021-08-01,Beverages,146096098,2021-08-01,143718288.0,137083192.0,115331048.0,142536379.57142857,4179662.99939377,8,30,3,False
Alabama,2021-08-08,Beverages,151796623,2021-08-08,146096098.0,144489981.0,117780959.0,143823937.57142857,3657024.178549878,8,31,3,False
Alabama,2021-08-15,Beverages,149096388,2021-08-15,151796623.0,140720826.0,115816664.0,144867743.57142857,4615349.595677581,8,32,3,False
Alabama,2021-08-22,Beverages,142623393,2021-08-22,149096388.0,150209239.0,113870548.0,146064252.42857143,4468512.655631369,8,33,3,False
Alabama,2021-08-29,Beverages,140962323,2021-08-29,142623393.0,137692247.0,115802738.0,144980560.14285713,4246193.498952303,8,34,3,False
Alabama,2021-09-05,Beverages,148892734,2021-09-05,140962323.0,143840884.0,117468184.0,145447713.85714287,3539778.195882366,9,35,3,False
Alabama,2021-09-12,Beverages,142022733,2021-09-12,148892734.0,143718288.0,115644582.0,146169406.7142857,3651821.1751484396,9,36,3,False
Alabama,2021-09-19,Beverages,133797917,2021-09-19,142022733.0,146096098.0,112186375.0,145927184.57142857,3856845.5697561265,9,37,3,False
Alabama,2021-09-26,Beverages,133378009,2021-09-26,133797917.0,151796623.0,124158003.0,144170301.57142857,5727264.856877491,9,38,3,False
Alabama,2021-10-03,Beverages,203436378,2021-10-03,133378009.0,149096388.0,126283023.0,141539071.0,5848810.860350185,10,39,4,False
Alabama,2021-10-10,Beverages,198855812,2021-10-10,203436378.0,142623393.0,143739698.0,149301926.7142857,22651995.15365692,10,40,4,False
Alabama,2021-10-17,Beverages,195850755,2021-10-17,198855812.0,140962323.0,138119750.0,157335129.42857143,28160378.712155882,10,41,4,False
Alabama,2021-10-24,Beverages,189687422,2021-10-24,195850755.0,148892734.0,124801756.0,165176334.0,30085691.196453117,10,42,4,False
Alabama,2021-10-31,Beverages,189048085,2021-10-31,189687422.0,142022733.0,131843895.0,171004146.57142857,30317217.441551473,10,43,4,False
Alabama,2021-11-07,Beverages,184678477,2021-11-07,189048085.0,133797917.0,126097509.0,177722054.0,28293576.084818993,11,44,4,False
Alabama,2021-11-14,Beverages,184911321,2021-11-14,184678477.0,133378009.0,126192682.0,184990705.42857143,21885788.240322694,11,45,4,False
Alabama,2021-11-21,Beverages,190608741,2021-11-21,184911321.0,203436378.0,127348328.0,192352607.14285713,6651173.683813071,11,46,4,False
Alabama,2021-11-28,Beverages,177133617,2021-11-28,190608741.0,198855812.0,134697460.0,190520087.57142857,4874876.942895319,11,47,4,False
Alabama,2021-12-05,Beverages,180600248,2021-12-05,177133617.0,195850755.0,136554064.0,187416916.85714287,5459678.034662679,12,48,4,False
Alabama,2021-12-12,Beverages,182041354,2021-12-12,180600248.0,189687422.0,135462842.0,185238273.0,4640943.789320291,12,49,4,False
Alabama,2021-12-19,Beverages,189045387,2021-12-19,182041354.0,189048085.0,140446890.0,184145977.57142857,4356310.9218503535,12,50,4,False
Alabama,2021-12-26,Beverages,183210806,2021-12-26,189045387.0,184678477.0,139935911.0,184145592.14285713,4355877.284157279,12,51,4,False
Alabama,2022-01-02,Beverages,179002839,2022-01-02,183210806.0,184911321.0,140893518.0,183935924.85714287,4360501.358288909,1,52,1,False
Alabama,2022-01-09,Beverages,178676924,2022-01-09,179002839.0,190608741.0,137083192.0,183091856.0,4652105.167996985,1,1,1,False
Alabama,2022-01-16,Beverages,180918293,2022-01-16,178676924.0,177133617.0,144489981.0,181387310.7142857,3667313.5263290997,1,2,1,False
Alabama,2022-01-23,Beverages,177754219,2022-01-23,180918293.0,180600248.0,140720826.0,181927978.7142857,3256293.548117164,1,3,1,False
Alabama,2022-01-30,Beverages,179630073,2022-01-30,177754219.0,182041354.0,150209239.0,181521403.14285713,3560184.769212447,1,4,1,False
Alabama,2022-02-06,Beverages,184970125,2022-02-06,179630073.0,189045387.0,137692247.0,181176934.42857143,3609522.7046188144,2,5,1,False
Alabama,2022-02-13,Beverages,181195482,2022-02-13,184970125.0,183210806.0,143840884.0,180594754.14285713,2429103.0306015788,2,6,1,False
Alabama,2022-02-20,Beverages,178404182,2022-02-20,181195482.0,179002839.0,143718288.0,180306850.7142857,2211680.6370705385,2,7,1,False
Alabama,2022-02-27,Beverages,192108735,2022-02-27,178404182.0,178676924.0,146096098.0,180221328.2857143,2271224.3950142604,2,8,1,False
Alabama,2022-03-06,Beverages,197917628,2022-03-06,192108735.0,180918293.0,151796623.0,182140158.42857143,4617685.130339444,3,9,1,False
Alabama,2022-03-13,Beverages,194057784,2022-03-13,197917628.0,177754219.0,149096388.0,184568634.85714287,7125549.786744587,3,10,1,False
Alabama,2022-03-20,Beverages,194303303,2022-03-20,194057784.0,179630073.0,142623393.0,186897715.57142857,7181818.189103168,3,11,1,False
Alabama,2022-03-27,Beverages,195635389,2022-03-27,194303303.0,184970125.0,140962323.0,188993891.2857143,6890117.309278928,3,12,1,False
Alabama,2022-04-03,Beverages,200427370,2022-04-03,195635389.0,181195482.0,148892734.0,190517500.42857143,7010045.025072443,4,13,2,False
Alabama,2022-04-10,Beverages,202888791,2022-04-10,200427370.0,178404182.0,142022733.0,193264913.0,6573243.114012532,4,14,2,False
Alabama,2022-04-17,Beverages,199965775,2022-04-17,202888791.0,192108735.0,133797917.0,196762714.2857143,3557448.530206948,4,15,2,False
Alabama,2022-04-24,Beverages,197876829,2022-04-24,199965775.0,197917628.0,133378009.0,197885148.57142857,3125223.2830589092,4,16,2,False
Alabama,2022-05-01,Beverages,207976103,2022-05-01,197876829.0,194057784.0,203436378.0,197879320.14285713,3125195.319398812,5,17,2,False
Alabama,2022-05-08,Beverages,207537233,2022-05-08,207976103.0,194303303.0,198855812.0,199867651.42857143,4276757.399038651,5,18,2,False
Alabama,2022-05-15,Beverages,208193477,2022-05-15,207537233.0,195635389.0,195850755.0,201758212.85714287,4323945.410509421,5,19,2,False
Alabama,2022-05-22,Beverages,219547509,2022-05-22,208193477.0,200427370.0,189687422.0,203552225.42857143,4004815.1776347477,5,20,2,False
Alabama,2022-05-29,Beverages,212449962,2022-05-29,219547509.0,202888791.0,189048085.0,206283673.85714287,6613066.218851628,5,21,2,False
Alabama,2022-06-05,Beverages,209711182,2022-06-05,212449962.0,199965775.0,184678477.0,207649555.42857143,6756657.735483209,6,22,2,False
Alabama,2022-06-12,Beverages,209838488,2022-06-12,209711182.0,197876829.0,184911321.0,209041756.42857143,5990578.595427638,6,23,2,False
Alabama,2022-06-19,Beverages,220358695,2022-06-19,209838488.0,207976103.0,190608741.0,210750564.85714287,3905092.2130820057,6,24,2,False
Alabama,2022-06-26,Beverages,220100179,2022-06-26,220358695.0,207537233.0,177133617.0,212519506.57142857,4920259.271250322,6,25,2,False
Alabama,2022-07-03,Beverages,226966251,2022-07-03,220100179.0,208193477.0,180600248.0,214314213.14285713,5064715.502661768,7,26,3,False
Alabama,2022-07-10,Beverages,212433149,2022-07-10,226966251.0,219547509.0,182041354.0,216996038.0,5997913.457643751,7,27,3,False
Alabama,2022-07-17,Beverages,212769923,2022-07-17,212433149.0,212449962.0,189045387.0,215979700.85714287,6081636.579132672,7,28,3,False
Alabama,2022-07-24,Beverages,215436686,2022-07-24,212769923.0,209711182.0,183210806.0,216025409.57142857,6056084.506524476,7,29,3,False
Alabama,2022-07-31,Beverages,221654891,2022-07-31,215436686.0,209838488.0,179002839.0,216843338.7142857,5510084.07884751,7,30,3,False
Alabama,2022-08-07,Beverages,226809535,2022-08-07,221654891.0,220358695.0,178676924.0,218531396.2857143,4879454.29046722,8,31,3,False
Alabama,2022-08-14,Beverages,224323610,2022-08-14,226809535.0,220100179.0,180918293.0,219452944.85714287,5680886.711528198,8,32,3,False
Alabama,2022-08-21,Beverages,215153556,2022-08-21,224323610.0,226966251.0,177754219.0,220056292.14285713,5936131.352903111,8,33,3,False
Alabama,2022-08-28,Beverages,215670829,2022-08-28,215153556.0,212433149.0,179630073.0,218368764.2857143,5385411.86209925,8,34,3,False
Alabama,2022-09-04,Beverages,227759611,2022-09-04,215670829.0,212769923.0,184970125.0,218831290.0,4979507.178746899,9,35,3,False
Alabama,2022-09-11,Beverages,215165395,2022-09-11,227759611.0,215436686.0,181195482.0,220972674.0,5133148.715171958,9,36,3,False
Alabama,2022-09-18,Beverages,213270228,2022-09-18,215165395.0,221654891.0,178404182.0,220933918.14285713,5175647.954700352,9,37,3,False
Alabama,2022-09-25,Beverages,215556916,2022-09-25,213270228.0,226809535.0,192108735.0,219736109.14285713,5802467.974904926,9,38,3,False
Alabama,2022-10-02,Beverages,218622107,2022-10-02,215556916.0,224323610.0,197917628.0,218128592.14285713,5141205.637235113,10,39,4,False
Alabama,2022-10-09,Beverages,211016006,2022-10-09,218622107.0,215153556.0,194057784.0,217314091.7142857,4507856.662971379,10,40,4,False
Alabama,2022-10-16,Beverages,204418181,2022-10-16,211016006.0,215670829.0,194303303.0,216723013.14285713,4997109.93340637,10,41,4,False
Alabama,2022-10-23,Beverages,198480435,2022-10-23,204418181.0,227759611.0,195635389.0,215115492.0,6622587.828529643,10,42,4,False
Alabama,2022-10-30,Beverages,194245502,2022-10-30,198480435.0,215165395.0,200427370.0,210932752.57142857,6561738.652891277,10,43,4,False
Alabama,2022-11-06,Beverages,197814663,2022-11-06,194245502.0,213270228.0,202888791.0,207944196.42857143,8446670.468418486,11,44,4,False
Alabama,2022-11-13,Beverages,194267617,2022-11-13,197814663.0,215556916.0,199965775.0,205736258.57142857,8779355.672160136,11,45,4,False
Alabama,2022-11-20,Beverages,197053090,2022-11-20,194267617.0,218622107.0,197876829.0,202694930.14285713,8534604.175435454,11,46,4,False
Alabama,2022-11-27,Beverages,192420637,2022-11-27,197053090.0,211016006.0,207976103.0,199613642.0,5626103.958249147,11,47,4,False
Alabama,2022-12-04,Beverages,191867741,2022-12-04,192420637.0,204418181.0,207537233.0,196957160.7142857,3662522.2892596354,12,48,4,False
Alabama,2022-12-11,Beverages,194239369,2022-12-11,191867741.0,198480435.0,208193477.0,195164240.7142857,2438732.723444283,12,49,4,False
Alabama,2022-12-18,Beverages,200415284,2022-12-18,194239369.0,194245502.0,219547509.0,194558374.14285713,2032614.2247096952,12,50,4,False
Alabama,2022-12-25,Beverages,200741724,2022-12-25,200415284.0,197814663.0,212449962.0,195439771.57142857,2870742.0198747,12,51,4,False
Alabama,2023-01-01,Beverages,184497797,2023-01-01,200741724.0,194267617.0,209711182.0,195857923.14285713,3358034.1467087744,1,52,1,False
Alabama,2023-01-08,Beverages,186490148,2023-01-08,184497797.0,197053090.0,209838488.0,194462234.57142857,5234808.217907976,1,1,1,False
Alabama,2023-01-15,Beverages,185544784,2023-01-15,186490148.0,192420637.0,220358695.0,192953242.85714287,5765968.63429916,1,2,1,False
Alabama,2023-01-22,Beverages,182246125,2023-01-22,185544784.0,191867741.0,220100179.0,191970978.14285713,6331017.136724024,1,3,1,False
Alabama,2023-01-29,Beverages,183105938,2023-01-29,182246125.0,194239369.0,226966251.0,190596461.57142857,7190365.438805743,1,4,1,False
Alabama,2023-02-05,Beverages,192305584,2023-02-05,183105938.0,200415284.0,212433149.0,189005971.42857143,7435811.441783531,2,5,1,False
Alabama,2023-02-12,Beverages,191999971,2023-02-12,192305584.0,200741724.0,212769923.0,187847442.85714287,6075227.840496075,2,6,1,False
Alabama,2023-02-19,Beverages,191443698,2023-02-19,191999971.0,184497797.0,215436686.0,186598621.0,3749721.223306503,2,7,1,False
Alabama,2023-02-26,Beverages,199003416,2023-02-26,191443698.0,186490148.0,221654891.0,187590892.57142857,3974776.800998679,2,8,1,False
Alabama,2023-03-05,Beverages,209478343,2023-03-05,199003416.0,185544784.0,226809535.0,189378502.2857143,5571062.572233683,3,9,1,False
Alabama,2023-03-12,Beverages,218905536,2023-03-12,209478343.0,182246125.0,224323610.0,192797582.14285713,8658048.43273417,3,10,1,False
Alabama,2023-03-19,Beverages,210866567,2023-03-19,218905536.0,183105938.0,215153556.0,198034640.85714287,11358050.245002478,3,11,1,False
Alabama,2023-03-26,Beverages,202214026,2023-03-26,210866567.0,192305584.0,215670829.0,202000445.0,10245110.887068842,3,12,1,False
Alabama,2023-04-02,Beverages,205535419,2023-04-02,202214026.0,191999971.0,227759611.0,203415936.7142857,9462452.484123863,4,13,2,False
Alabama,2023-04-09,Beverages,202345732,2023-04-09,205535419.0,191443698.0,215165395.0,205349572.14285713,8235475.172997726,4,14,2,False
Alabama,2023-04-16,Beverages,203132041,2023-04-16,202345732.0,199003416.0,213270228.0,206907005.57142857,6249935.851228121,4,15,2,False
Alabama,2023-04-23,Beverages,206852539,2023-04-23,203132041.0,209478343.0,215556916.0,207496809.14285713,5641433.944399018,4,16,2,False
Alabama,2023-04-30,Beverages,211451723,2023-04-30,206852539.0,218905536.0,218622107.0,207121694.2857143,5584213.311275064,4,17,2,False
Alabama,2023-05-07,Beverages,219573277,2023-05-07,211451723.0,210866567.0,211016006.0,206056863.85714287,3590408.73854357,5,18,2,False
Arizona,2020-05-03,Beverages,134864797,2020-05-03,127294783.0,139557887.0,119877789.0,128314247.85714285,6447231.58814173,5,18,2,False
Arizona,2020-05-10,Beverages,136028525,2020-05-10,134864797.0,135979843.0,117122712.0,127643806.42857143,5402531.113047336,5,19,2,False
Arizona,2020-05-17,Beverages,130942705,2020-05-17,136028525.0,119847336.0,116127754.0,127650761.0,5413278.096251973,5,20,2,False
Arizona,2020-05-24,Beverages,131535235,2020-05-24,130942705.0,125962618.0,115216831.0,129235813.71428572,4431732.441810789,5,21,2,False
Arizona,2020-05-31,Beverages,131413795,2020-05-31,131535235.0,123654446.0,115424159.0,130031901.85714285,4269810.982724781,5,22,2,False
Arizona,2020-06-07,Beverages,138359363,2020-06-07,131413795.0,125902822.0,120785283.0,131140380.28571428,3386013.5697051445,6,23,2,False
Arizona,2020-06-14,Beverages,139014231,2020-06-14,138359363.0,127294783.0,116490977.0,132919886.14285715,3438662.992319863,6,24,2,False
Arizona,2020-06-21,Beverages,134529099,2020-06-21,139014231.0,134864797.0,114640798.0,134594093.0,3131619.7518154145,6,25,2,False
Arizona,2020-06-28,Beverages,135096231,2020-06-28,134529099.0,136028525.0,109101595.0,134546136.14285713,3129676.8530841274,6,26,2,False
Arizona,2020-07-05,Beverages,144153475,2020-07-05,135096231.0,130942705.0,110405117.0,134412951.2857143,3083252.008095689,7,27,3,False
Arizona,2020-07-12,Beverages,136606142,2020-07-12,144153475.0,131535235.0,110395321.0,136300204.14285713,4216434.345603135,7,28,3,False
Arizona,2020-07-19,Beverages,135991553,2020-07-19,136606142.0,131413795.0,117291974.0,137024619.42857143,3744776.450171021,7,29,3,False
Arizona,2020-07-26,Beverages,132190421,2020-07-26,135991553.0,138359363.0,108536780.0,137678584.85714287,3041513.594941761,7,30,3,False
Arizona,2020-08-02,Beverages,135907144,2020-08-02,132190421.0,139014231.0,109641291.0,136797307.42857143,3565220.2684466676,8,31,3,False
Arizona,2020-08-09,Beverages,139932969,2020-08-09,135907144.0,134529099.0,110420623.0,136353437.85714287,3453240.059727139,8,32,3,False
Arizona,2020-08-16,Beverages,139367250,2020-08-16,139932969.0,135096231.0,110294022.0,137125419.2857143,3561444.57098356,8,33,3,False
Arizona,2020-08-23,Beverages,135396922,2020-08-23,139367250.0,144153475.0,109185129.0,137735564.85714287,3527230.1668511718,8,34,3,False
Arizona,2020-08-30,Beverages,135895403,2020-08-30,135396922.0,136606142.0,115328264.0,136484628.7142857,2402833.4383315304,8,35,3,False
Arizona,2020-09-06,Beverages,140717021,2020-09-06,135895403.0,135991553.0,111821590.0,136383094.57142857,2410557.6389576425,9,36,3,False
Arizona,2020-09-13,Beverages,132210326,2020-09-13,140717021.0,132190421.0,110562942.0,137058161.42857143,2831332.9412633893,9,37,3,False
Arizona,2020-09-20,Beverages,130208125,2020-09-20,132210326.0,135907144.0,110993229.0,137061005.0,2826448.514384303,9,38,3,False
Arizona,2020-09-27,Beverages,127220754,2020-09-27,130208125.0,139932969.0,118349206.0,136246859.42857143,3720837.3949575117,9,39,3,False
Arizona,2020-10-04,Beverages,132505937,2020-10-04,127220754.0,139367250.0,127985444.0,134430828.7142857,4499362.160930738,10,40,4,False
Arizona,2020-10-11,Beverages,133872032,2020-10-11,132505937.0,135396922.0,139557887.0,133450641.14285715,4041240.9385148673,10,41,4,False
Arizona,2020-10-18,Beverages,130530706,2020-10-18,133872032.0,135895403.0,135979843.0,133232799.71428572,3970944.024598981,10,42,4,False
Arizona,2020-10-25,Beverages,125675792,2020-10-25,130530706.0,140717021.0,119847336.0,132466414.42857143,3900168.5763211283,10,43,4,False
Arizona,2020-11-01,Beverages,123994824,2020-11-01,125675792.0,132210326.0,125962618.0,130317667.42857143,2730762.660265843,11,44,4,False
Arizona,2020-11-08,Beverages,130904551,2020-11-08,123994824.0,130208125.0,123654446.0,129144024.28571428,3358434.5399459545,11,45,4,False
Arizona,2020-11-15,Beverages,123016313,2020-11-15,130904551.0,127220754.0,125902822.0,129243513.71428572,3398559.2508444325,11,46,4,False
Arizona,2020-11-22,Beverages,126324975,2020-11-22,123016313.0,132505937.0,127294783.0,128642879.28571428,4018041.0068174903,11,47,4,False
Arizona,2020-11-29,Beverages,119295868,2020-11-29,126324975.0,133872032.0,134864797.0,127759884.71428572,3741739.171807927,11,48,4,False
Arizona,2020-12-06,Beverages,118392564,2020-12-06,119295868.0,130530706.0,136028525.0,125677575.57142857,3816008.3696627533,12,49,4,False
Arizona,2020-12-13,Beverages,120157853,2020-12-13,118392564.0,125675792.0,130942705.0,123943555.28571428,3971400.856149894,12,50,4,False
Arizona,2020-12-20,Beverages,123308776,2020-12-20,120157853.0,123994824.0,131535235.0,123155278.28571428,4095038.9267683676,12,51,4,False
Arizona,2020-12-27,Beverages,117662825,2020-12-27,123308776.0,130904551.0,131413795.0,123057271.42857143,4081961.955023658,12,52,4,False
Arizona,2021-01-03,Beverages,119728725,2021-01-03,117662825.0,123016313.0,138359363.0,121165596.28571428,2905858.749188997,1,53,1,False
Arizona,2021-01-10,Beverages,121976001,2021-01-10,119728725.0,126324975.0,139014231.0,120695940.85714285,2833562.086232391,1,1,1,False
Arizona,2021-01-17,Beverages,123411183,2021-01-17,121976001.0,119295868.0,134529099.0,120074658.85714285,1830460.8318651936,1,2,1,False
Arizona,2021-01-24,Beverages,118460351,2021-01-24,123411183.0,118392564.0,135096231.0,120662561.0,2123359.321204248,1,3,1,False
Arizona,2021-01-31,Beverages,119030151,2021-01-31,118460351.0,120157853.0,144153475.0,120672244.85714285,2113114.4825007734,1,4,1,False
Arizona,2021-02-07,Beverages,126877371,2021-02-07,119030151.0,123308776.0,136606142.0,120511144.57142857,2187855.10918971,2,5,1,False
