State,Date,Category,Total,week_start,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,month,week_of_year,quarter,is_holiday
Connecticut,2020-10-18,Beverages,50287285,2020-10-18,52812896.0,56701168.0,57791337.0,54466714.71428572,1931786.553285669,10,42,4,False
Connecticut,2020-10-25,Beverages,51161593,2020-10-25,50287285.0,57635875.0,49852833.0,53550445.71428572,2162029.605330466,10,43,4,False
Connecticut,2020-11-01,Beverages,49676493,2020-11-01,51161593.0,53851190.0,53631292.0,52625548.28571428,1499925.815718539,11,44,4,False
Connecticut,2020-11-08,Beverages,53427773,2020-11-08,49676493.0,52199488.0,53431059.0,52029163.0,1709362.6118652981,11,45,4,False
Connecticut,2020-11-15,Beverages,51093363,2020-11-15,53427773.0,52925030.0,50759623.0,52204632.28571428,1779446.816399959,11,46,4,False
Connecticut,2020-11-22,Beverages,53017864,2020-11-22,51093363.0,55141356.0,48865178.0,51942965.571428575,1788921.3461844474,11,47,4,False
Connecticut,2020-11-29,Beverages,53722581,2020-11-29,53017864.0,52812896.0,52974800.0,51639609.571428575,1346063.4849631211,11,48,4,False
Connecticut,2020-12-06,Beverages,50343532,2020-12-06,53722581.0,50287285.0,54553226.0,51769564.571428575,1489350.7287912453,12,49,4,False
Connecticut,2020-12-13,Beverages,51911248,2020-12-13,50343532.0,51161593.0,53808718.0,51777599.85714286,1481462.7597480526,12,50,4,False
Connecticut,2020-12-20,Beverages,53144300,2020-12-20,51911248.0,49676493.0,58935643.0,51884693.428571425,1460001.8349496683,12,51,4,False
Connecticut,2020-12-27,Beverages,54173404,2020-12-27,53144300.0,53427773.0,56522796.0,52380094.428571425,1190062.5453449003,12,52,4,False
Connecticut,2021-01-03,Beverages,51177328,2021-01-03,54173404.0,51093363.0,59096839.0,52486613.14285714,1306721.4812720285,1,53,1,False
Connecticut,2021-01-10,Beverages,50935534,2021-01-10,51177328.0,53017864.0,58424323.0,52498608.14285714,1294202.5493873118,1,1,1,False
Connecticut,2021-01-17,Beverages,50424393,2021-01-17,50935534.0,53722581.0,57546803.0,52201132.428571425,1377308.617695496,1,2,1,False
Connecticut,2021-01-24,Beverages,48601548,2021-01-24,50424393.0,50343532.0,61324732.0,51729962.71428572,1339874.4153606796,1,3,1,False
Connecticut,2021-01-31,Beverages,49340663,2021-01-31,48601548.0,51911248.0,64622007.0,51481107.85714286,1690229.5474768642,1,4,1,False
Connecticut,2021-02-07,Beverages,53205535,2021-02-07,49340663.0,53144300.0,58824664.0,51113881.428571425,1830325.0436244027,2,5,1,False
Connecticut,2021-02-14,Beverages,48445497,2021-02-14,53205535.0,54173404.0,60398187.0,51122629.28571428,1840128.402735076,2,6,1,False
Connecticut,2021-02-21,Beverages,48419982,2021-02-21,48445497.0,51177328.0,58895237.0,50304356.85714286,1552662.7044364766,2,7,1,False
Connecticut,2021-02-28,Beverages,50433784,2021-02-28,48419982.0,50935534.0,61118341.0,49910450.28571428,1629109.467211439,2,8,1,False
Connecticut,2021-03-07,Beverages,55369443,2021-03-07,50433784.0,50424393.0,61462743.0,49838771.71428572,1593069.831897153,3,9,1,False
Connecticut,2021-03-14,Beverages,61969853,2021-03-14,55369443.0,48601548.0,59759999.0,50545207.428571425,2521822.2741422006,3,10,1,False
Connecticut,2021-03-21,Beverages,59840728,2021-03-21,61969853.0,49340663.0,56648744.0,52454965.28571428,4562762.352920006,3,11,1,False
Connecticut,2021-03-28,Beverages,53057117,2021-03-28,59840728.0,53205535.0,56701168.0,53954974.571428575,4997599.697696158,3,12,1,False
Connecticut,2021-04-04,Beverages,55135293,2021-04-04,53057117.0,48445497.0,57635875.0,53933772.0,5001047.902661307,4,13,2,False
Connecticut,2021-04-11,Beverages,54576849,2021-04-11,55135293.0,48419982.0,53851190.0,54889457.14285714,4472176.083692524,4,14,2,False
Connecticut,2021-04-18,Beverages,53130379,2021-04-18,54576849.0,50433784.0,52199488.0,55769009.571428575,3641640.9246686418,4,15,2,False
Connecticut,2021-04-25,Beverages,54592900,2021-04-25,53130379.0,55369443.0,52925030.0,56154237.428571425,3168816.27855327,4,16,2,False
Connecticut,2021-05-02,Beverages,56650299,2021-05-02,54592900.0,61969853.0,55141356.0,56043302.71428572,3207702.8484009146,5,17,2,False
Connecticut,2021-05-09,Beverages,58135893,2021-05-09,56650299.0,59840728.0,52812896.0,55283366.428571425,2178709.5472461823,5,18,2,False
Connecticut,2021-05-16,Beverages,57398523,2021-05-16,58135893.0,53057117.0,50287285.0,55039818.571428575,1697880.2530454725,5,19,2,False
Connecticut,2021-05-23,Beverages,62710962,2021-05-23,57398523.0,55135293.0,51161593.0,55660019.428571425,1652678.2943963874,5,20,2,False
Connecticut,2021-05-30,Beverages,61165551,2021-05-30,62710962.0,54576849.0,49676493.0,56742257.85714286,2936499.1795427077,5,21,2,False
Connecticut,2021-06-06,Beverages,60103152,2021-06-06,61165551.0,53130379.0,53427773.0,57683501.0,3140431.002071614,6,22,2,False
Connecticut,2021-06-13,Beverages,64410424,2021-06-13,60103152.0,54592900.0,51093363.0,58679611.428571425,2597094.1801768923,6,23,2,False
Connecticut,2021-06-20,Beverages,62381124,2021-06-20,64410424.0,56650299.0,53017864.0,60082114.85714286,2661529.598431868,6,24,2,False
Connecticut,2021-06-27,Beverages,62839851,2021-06-27,62381124.0,58135893.0,53722581.0,60900804.14285714,2342236.3110955106,6,25,2,False
Connecticut,2021-07-04,Beverages,65723602,2021-07-04,62839851.0,57398523.0,50343532.0,61572798.14285714,2116487.457124128,7,26,3,False
Connecticut,2021-07-11,Beverages,60408636,2021-07-11,65723602.0,62710962.0,51911248.0,62762095.14285714,1742749.9741122227,7,27,3,False
Connecticut,2021-07-18,Beverages,60635363,2021-07-18,60408636.0,61165551.0,53144300.0,62433191.428571425,1928698.823847711,7,28,3,False
Connecticut,2021-07-25,Beverages,62040831,2021-07-25,60635363.0,60103152.0,54173404.0,62357450.28571428,1986535.8156910348,7,29,3,False
Connecticut,2021-08-01,Beverages,62411953,2021-08-01,62040831.0,64410424.0,51177328.0,62634261.571428575,1777087.8033208586,8,30,3,False
Connecticut,2021-08-08,Beverages,64615188,2021-08-08,62411953.0,62381124.0,50935534.0,62348765.71428572,1622625.7539699003,8,31,3,False
Connecticut,2021-08-15,Beverages,64943055,2021-08-15,64615188.0,62839851.0,50424393.0,62667917.71428572,1806852.7209694881,8,32,3,False
Connecticut,2021-08-22,Beverages,63753984,2021-08-22,64943055.0,65723602.0,48601548.0,62968375.428571425,1977291.8721797757,8,33,3,False
Connecticut,2021-08-29,Beverages,61636786,2021-08-29,63753984.0,60408636.0,49340663.0,62687001.428571425,1683512.0648293614,8,34,3,False
Connecticut,2021-09-05,Beverages,61558290,2021-09-05,61636786.0,60635363.0,53205535.0,62862451.428571425,1489775.371839742,9,35,3,False
Connecticut,2021-09-12,Beverages,58979019,2021-09-12,61558290.0,62040831.0,48445497.0,62994298.14285714,1317749.3735479706,9,36,3,False
Connecticut,2021-09-19,Beverages,56803056,2021-09-19,58979019.0,62411953.0,48419982.0,62556896.428571425,1928336.406089027,9,37,3,False
Connecticut,2021-09-26,Beverages,57388239,2021-09-26,56803056.0,64615188.0,50433784.0,61755625.428571425,2793379.7664485835,9,38,3,False
Connecticut,2021-10-03,Beverages,85104100,2021-10-03,57388239.0,64943055.0,55369443.0,60723204.14285714,2879893.444839734,10,39,4,False
Connecticut,2021-10-10,Beverages,83490394,2021-10-10,85104100.0,63753984.0,61969853.0,63603353.428571425,9075954.3060592,10,40,4,False
Connecticut,2021-10-17,Beverages,79115418,2021-10-17,83490394.0,61636786.0,59840728.0,66422840.571428575,11442001.353654094,10,41,4,False
Connecticut,2021-10-24,Beverages,79963454,2021-10-24,79115418.0,61558290.0,53057117.0,68919788.0,12017771.025987135,10,42,4,False
Connecticut,2021-10-31,Beverages,77952095,2021-10-31,79963454.0,58979019.0,55135293.0,71549097.14285715,12132399.261987662,10,43,4,False
Connecticut,2021-11-07,Beverages,81651391,2021-11-07,77952095.0,56803056.0,54576849.0,74259536.57142857,11096536.954868294,11,44,4,False
Connecticut,2021-11-14,Beverages,81330193,2021-11-14,81651391.0,57388239.0,53130379.0,77809298.71428572,8649005.275519844,11,45,4,False
Connecticut,2021-11-21,Beverages,84134166,2021-11-21,81330193.0,85104100.0,54592900.0,81229577.85714285,2302976.2297355714,11,46,4,False
Connecticut,2021-11-28,Beverages,79050122,2021-11-28,84134166.0,83490394.0,56650299.0,81091015.85714285,2084507.857378805,11,47,4,False
Connecticut,2021-12-05,Beverages,79199934,2021-12-05,79050122.0,79115418.0,58135893.0,80456691.28571428,1927539.8710938732,12,48,4,False
Connecticut,2021-12-12,Beverages,80338614,2021-12-12,79199934.0,79963454.0,57398523.0,80468765.0,1919347.8843750418,12,49,4,False
Connecticut,2021-12-19,Beverages,84685486,2021-12-19,80338614.0,77952095.0,62710962.0,80522359.28571428,1909703.333453951,12,50,4,False
Connecticut,2021-12-26,Beverages,84664548,2021-12-26,84685486.0,81651391.0,61165551.0,81484272.28571428,2062494.91623378,12,51,4,False
Connecticut,2022-01-02,Beverages,78707960,2022-01-02,84664548.0,81330193.0,60103152.0,81914723.28571428,2347229.5361259454,1,52,1,False
Connecticut,2022-01-09,Beverages,79982309,2022-01-09,78707960.0,84134166.0,64410424.0,81540118.57142857,2605646.6085014963,1,1,1,False
Connecticut,2022-01-16,Beverages,79998410,2022-01-16,79982309.0,79050122.0,62381124.0,80946996.14285715,2413086.015606339,1,2,1,False
Connecticut,2022-01-23,Beverages,75730960,2022-01-23,79998410.0,79199934.0,62839851.0,81082465.85714285,2327908.585685682,1,3,1,False
Connecticut,2022-01-30,Beverages,79225631,2022-01-30,75730960.0,80338614.0,65723602.0,80586898.14285715,2959480.7921309695,1,4,1,False
Connecticut,2022-02-06,Beverages,78867983,2022-02-06,79225631.0,84685486.0,60408636.0,80427900.57142857,2998192.968571292,2,5,1,False
Connecticut,2022-02-13,Beverages,77308768,2022-02-13,78867983.0,84664548.0,60635363.0,79596828.71428572,2461000.773885589,2,6,1,False
Connecticut,2022-02-20,Beverages,75044848,2022-02-20,77308768.0,78707960.0,62040831.0,78546003.0,1425255.5642655687,2,7,1,False
Connecticut,2022-02-27,Beverages,78074992,2022-02-27,75044848.0,79982309.0,62411953.0,78022701.28571428,1872142.296150383,2,8,1,False
Connecticut,2022-03-06,Beverages,81244604,2022-03-06,78074992.0,79998410.0,64615188.0,77750227.42857143,1697788.2816171504,3,9,1,False
Connecticut,2022-03-13,Beverages,79458363,2022-03-13,81244604.0,75730960.0,64943055.0,77928255.14285715,1968025.8790209126,3,10,1,False
Connecticut,2022-03-20,Beverages,79850855,2022-03-20,79458363.0,79225631.0,63753984.0,78460741.28571428,1798420.5247459824,3,11,1,False
Connecticut,2022-03-27,Beverages,80412221,2022-03-27,79850855.0,78867983.0,61636786.0,78550059.0,1849004.7891393441,3,12,1,False
Connecticut,2022-04-03,Beverages,83539947,2022-04-03,80412221.0,77308768.0,61558290.0,78770664.42857143,1962419.619117564,4,13,2,False
Connecticut,2022-04-10,Beverages,84788564,2022-04-10,83539947.0,75044848.0,58979019.0,79660832.85714285,2450065.643148746,4,14,2,False
Connecticut,2022-04-17,Beverages,83716932,2022-04-17,84788564.0,78074992.0,56803056.0,81052792.28571428,2185772.3285797117,4,15,2,False
Connecticut,2022-04-24,Beverages,78705229,2022-04-24,83716932.0,81244604.0,57388239.0,81858783.71428572,1968545.3404485143,4,16,2,False
Connecticut,2022-05-01,Beverages,84565667,2022-05-01,78705229.0,79458363.0,85104100.0,81496015.85714285,2260615.664849275,5,17,2,False
Connecticut,2022-05-08,Beverages,87613823,2022-05-08,84565667.0,79850855.0,83490394.0,82225630.71428572,2308897.274934746,5,18,2,False
Connecticut,2022-05-15,Beverages,86752612,2022-05-15,87613823.0,80412221.0,79115418.0,83334626.14285715,2728186.38800649,5,19,2,False
Connecticut,2022-05-22,Beverages,95588771,2022-05-22,86752612.0,83539947.0,79963454.0,84240396.28571428,2659222.3732489576,5,20,2,False
Connecticut,2022-05-29,Beverages,92648751,2022-05-29,95588771.0,84788564.0,77952095.0,85961656.85714285,4736726.705578866,5,21,2,False
Connecticut,2022-06-05,Beverages,92901720,2022-06-05,92648751.0,83716932.0,81651391.0,87084540.71428572,5231375.990951612,6,22,2,False
Connecticut,2022-06-12,Beverages,94343154,2022-06-12,92901720.0,78705229.0,81330193.0,88396653.28571428,5372128.786614883,6,23,2,False
Connecticut,2022-06-19,Beverages,91475329,2022-06-19,94343154.0,84565667.0,84134166.0,90630642.57142857,3937377.355156431,6,24,2,False
Connecticut,2022-06-26,Beverages,93202712,2022-06-26,91475329.0,87613823.0,79050122.0,91617737.14285715,3061970.8799648318,6,25,2,False
Connecticut,2022-07-03,Beverages,101589519,2022-07-03,93202712.0,86752612.0,79199934.0,92416149.85714285,2609001.90237946,7,26,3,False
Connecticut,2022-07-10,Beverages,94364113,2022-07-10,101589519.0,95588771.0,80338614.0,94535708.0,3123084.322806067,7,27,3,False
Connecticut,2022-07-17,Beverages,93692699,2022-07-17,94364113.0,92648751.0,84685486.0,94360756.85714285,3093353.188851557,7,28,3,False
Connecticut,2022-07-24,Beverages,93947416,2022-07-24,93692699.0,92901720.0,84664548.0,94509892.28571428,3031771.883381982,7,29,3,False
Connecticut,2022-07-31,Beverages,94252644,2022-07-31,93947416.0,94343154.0,78707960.0,94659277.42857143,2974064.926161413,7,30,3,False
Connecticut,2022-08-07,Beverages,95748091,2022-08-07,94252644.0,91475329.0,79982309.0,94646347.42857143,2975607.5423829597,8,31,3,False
Connecticut,2022-08-14,Beverages,93238518,2022-08-14,95748091.0,93202712.0,79998410.0,95256742.0,2686742.372067505,8,32,3,False
Connecticut,2022-08-21,Beverages,94701139,2022-08-21,93238518.0,101589519.0,75730960.0,95261857.14285715,2682858.223651764,8,33,3,False
Connecticut,2022-08-28,Beverages,93541954,2022-08-28,94701139.0,94364113.0,79225631.0,94277802.85714285,744566.8092708957,8,34,3,False
Connecticut,2022-09-04,Beverages,93921009,2022-09-04,93541954.0,93692699.0,78867983.0,94160351.57142857,785413.3218032572,9,35,3,False
Connecticut,2022-09-11,Beverages,87799469,2022-09-11,93921009.0,93947416.0,77308768.0,94192967.28571428,769903.3378722463,9,36,3,False
Connecticut,2022-09-18,Beverages,86482696,2022-09-18,87799469.0,94252644.0,75044848.0,93314689.14285715,2377458.8916272577,9,37,3,False
Connecticut,2022-09-25,Beverages,87625522,2022-09-25,86482696.0,95748091.0,78074992.0,92204696.57142857,3310976.5909184497,9,38,3,False
Connecticut,2022-10-02,Beverages,88582157,2022-10-02,87625522.0,93238518.0,81244604.0,91044329.57142857,3289072.742878807,10,39,4,False
Connecticut,2022-10-09,Beverages,88062177,2022-10-09,88582157.0,94701139.0,79458363.0,90379135.14285715,3248657.790368244,10,40,4,False
Connecticut,2022-10-16,Beverages,83598256,2022-10-16,88062177.0,93541954.0,79850855.0,89430712.0,2784356.1595274904,10,41,4,False
Connecticut,2022-10-23,Beverages,84847909,2022-10-23,83598256.0,93921009.0,80412221.0,88010183.71428572,2860030.0322466022,10,42,4,False
Connecticut,2022-10-30,Beverages,82234259,2022-10-30,84847909.0,87799469.0,83539947.0,86714026.57142857,1713824.6674360803,10,43,4,False
Connecticut,2022-11-06,Beverages,88105835,2022-11-06,82234259.0,86482696.0,84788564.0,85918996.57142857,2236897.9878703794,11,44,4,False
Connecticut,2022-11-13,Beverages,84784922,2022-11-13,88105835.0,87625522.0,83716932.0,86150873.57142857,2363838.43181173,11,45,4,False
Connecticut,2022-11-20,Beverages,87584796,2022-11-20,84784922.0,88582157.0,78705229.0,85745073.57142857,2319256.19694802,11,46,4,False
Connecticut,2022-11-27,Beverages,89099386,2022-11-27,87584796.0,88062177.0,84565667.0,85602593.42857143,2166170.9880183614,11,47,4,False
Connecticut,2022-12-04,Beverages,81630154,2022-12-04,89099386.0,83598256.0,87613823.0,85750766.14285715,2356462.182269722,12,48,4,False
Connecticut,2022-12-11,Beverages,85484044,2022-12-11,81630154.0,84847909.0,86752612.0,85469608.71428572,2690278.6933312668,12,49,4,False
Connecticut,2022-12-18,Beverages,87927075,2022-12-18,85484044.0,82234259.0,95588771.0,85560485.14285715,2678461.2933651293,12,50,4,False
Connecticut,2022-12-25,Beverages,94160702,2022-12-25,87927075.0,88105835.0,92648751.0,86373744.57142857,2394228.632469765,12,51,4,False
Connecticut,2023-01-01,Beverages,81444066,2023-01-01,94160702.0,84784922.0,92901720.0,87238725.57142857,3635647.6931484807,1,52,1,False
Connecticut,2023-01-08,Beverages,84761850,2023-01-08,81444066.0,87584796.0,94343154.0,86761460.42857143,4114226.0599458143,1,1,1,False
Connecticut,2023-01-15,Beverages,81338879,2023-01-15,84761850.0,89099386.0,91475329.0,86358182.42857143,4151937.9449712792,1,2,1,False
Connecticut,2023-01-22,Beverages,80180536,2023-01-22,81338879.0,81630154.0,93202712.0,85249538.57142857,4305240.86544432,1,3,1,False
Connecticut,2023-01-29,Beverages,81503818,2023-01-29,80180536.0,85484044.0,101589519.0,85042450.28571428,4504606.148205203,1,4,1,False
Connecticut,2023-02-05,Beverages,82428773,2023-02-05,81503818.0,87927075.0,94364113.0,84473846.57142857,4661454.0651549185,2,5,1,False
Connecticut,2023-02-12,Beverages,82315194,2023-02-12,82428773.0,94160702.0,93692699.0,83688374.85714285,4472820.405290944,2,6,1,False
Connecticut,2023-02-19,Beverages,81341664,2023-02-19,82315194.0,81444066.0,93947416.0,81996159.42857143,1320913.922168516,2,7,1,False
Connecticut,2023-02-26,Beverages,82172857,2023-02-26,81341664.0,84761850.0,94252644.0,81981530.57142857,1327497.872818868,2,8,1,False
Connecticut,2023-03-05,Beverages,88221789,2023-03-05,82172857.0,81338879.0,95748091.0,81611674.42857143,725517.443807781,3,9,1,False
Connecticut,2023-03-12,Beverages,95286711,2023-03-12,88221789.0,80180536.0,93238518.0,82594947.28571428,2406421.399069216,3,10,1,False
Connecticut,2023-03-19,Beverages,91217475,2023-03-19,95286711.0,81503818.0,94701139.0,84752972.28571428,4828309.799913417,3,11,1,False
Connecticut,2023-03-26,Beverages,83520434,2023-03-26,91217475.0,82428773.0,93541954.0,86140637.57142857,5084170.332961637,3,12,1,False
Connecticut,2023-04-02,Beverages,86141282,2023-04-02,83520434.0,82315194.0,93921009.0,86296589.14285715,4983670.445029923,4,13,2,False
Connecticut,2023-04-09,Beverages,91590689,2023-04-09,86141282.0,81341664.0,87799469.0,86843173.14285715,4719868.827994441,4,14,2,False
Connecticut,2023-04-16,Beverages,89649420,2023-04-16,91590689.0,82172857.0,86482696.0,88307319.57142857,4362279.268080961,4,15,2,False
Connecticut,2023-04-23,Beverages,87752373,2023-04-23,89649420.0,88221789.0,87625522.0,89375400.0,3573521.568343855,4,16,2,False
Connecticut,2023-04-30,Beverages,88123968,2023-04-30,87752373.0,95286711.0,88582157.0,89308340.57142857,3598855.2610640167,4,17,2,False
Connecticut,2023-05-07,Beverages,93007531,2023-05-07,88123968.0,91217475.0,88062177.0,88285091.57142857,2645612.813841837,5,18,2,False
Florida,2020-05-03,Beverages,415458417,2020-05-03,403638588.0,501395272.0,397812264.0,429046426.28571427,34056383.03869616,5,18,2,False
Florida,2020-05-10,Beverages,414827332,2020-05-10,415458417.0,456728428.0,391310684.0,416769732.71428573,16962642.417890836,5,19,2,False
Florida,2020-05-17,Beverages,418764433,2020-05-17,414827332.0,415475922.0,386318006.0,410783861.85714287,4933554.307714236,5,20,2,False
Florida,2020-05-24,Beverages,433358493,2020-05-24,418764433.0,414217511.0,383741451.0,411253649.14285713,5483858.045930842,5,21,2,False
Florida,2020-05-31,Beverages,425634983,2020-05-31,433358493.0,405555022.0,389736361.0,413988075.14285713,9546943.71042038,5,22,2,False
Florida,2020-06-07,Beverages,418545831,2020-06-07,425634983.0,406314241.0,386937678.0,416856641.0,9598677.931693848,6,23,2,False
Florida,2020-06-14,Beverages,418428105,2020-06-14,418545831.0,403638588.0,388918011.0,418604011.0,8579713.431215873,6,24,2,False
Florida,2020-06-21,Beverages,430682946,2020-06-21,418428105.0,415458417.0,382545144.0,420716799.14285713,6095669.64712564,6,25,2,False
Florida,2020-06-28,Beverages,455034695,2020-06-28,430682946.0,414827332.0,358112986.0,422891731.85714287,6531916.075967143,6,26,2,False
Florida,2020-07-05,Beverages,448570751,2020-07-05,455034695.0,418764433.0,369604455.0,428635640.85714287,12164641.934191057,7,27,3,False
Florida,2020-07-12,Beverages,411049344,2020-07-12,448570751.0,433358493.0,370622458.0,432893686.28571427,13141541.600458289,7,28,3,False
Florida,2020-07-19,Beverages,428211674,2020-07-19,411049344.0,425634983.0,392523627.0,429706665.0,15188154.78936823,7,29,3,False
Florida,2020-07-26,Beverages,417570225,2020-07-26,428211674.0,418545831.0,383971631.0,430074763.71428573,15116066.421797745,7,30,3,False
Florida,2020-08-02,Beverages,430782300,2020-08-02,417570225.0,418428105.0,384552791.0,429935391.4285714,15225821.464893945,8,31,3,False
Florida,2020-08-09,Beverages,416202637,2020-08-09,430782300.0,430682946.0,380194399.0,431700276.4285714,14487804.500447817,8,32,3,False
Florida,2020-08-16,Beverages,420287992,2020-08-16,416202637.0,455034695.0,379065263.0,429631660.85714287,15484845.258154796,8,33,3,False
Florida,2020-08-23,Beverages,432183859,2020-08-23,420287992.0,448570751.0,368781894.0,424667846.14285713,11637236.031116806,8,34,3,False
Florida,2020-08-30,Beverages,498199309,2020-08-30,432183859.0,411049344.0,384924916.0,422326861.5714286,7509584.013787341,8,35,3,False
Florida,2020-09-06,Beverages,390860705,2020-09-06,498199309.0,428211674.0,385408869.0,434776856.5714286,26563095.26969478,9,36,3,False
Florida,2020-09-13,Beverages,389580757,2020-09-13,390860705.0,417570225.0,394220223.0,429441003.85714287,30765039.735473465,9,37,3,False
Florida,2020-09-20,Beverages,401149842,2020-09-20,389580757.0,430782300.0,399232704.0,425442508.4285714,33724560.398422375,9,38,3,False
Florida,2020-09-27,Beverages,402325925,2020-09-27,401149842.0,416202637.0,418283544.0,421209300.14285713,34636070.628175534,9,39,3,False
Florida,2020-10-04,Beverages,405135429,2020-10-04,402325925.0,420287992.0,431690356.0,419226912.71428573,35257436.66531497,10,40,4,False
Florida,2020-10-11,Beverages,408643647,2020-10-11,405135429.0,432183859.0,501395272.0,417062260.85714287,35589428.36983611,10,41,4,False
Florida,2020-10-18,Beverages,408146193,2020-10-18,408643647.0,498199309.0,456728428.0,413699373.4285714,35110639.672983915,10,42,4,False
Florida,2020-10-25,Beverages,404464567,2020-10-25,408146193.0,390860705.0,415475922.0,400834642.5714286,7185190.4123536395,10,43,4,False
Florida,2020-11-01,Beverages,418301136,2020-11-01,404464567.0,389580757.0,414217511.0,402778051.4285714,5959959.055572201,11,44,4,False
Florida,2020-11-08,Beverages,402426821,2020-11-08,418301136.0,401149842.0,405555022.0,406880962.71428573,5313166.810009347,11,45,4,False
Florida,2020-11-15,Beverages,393181793,2020-11-15,402426821.0,402325925.0,406314241.0,407063388.28571427,5132096.076964235,11,46,4,False
Florida,2020-11-22,Beverages,428095160,2020-11-22,393181793.0,405135429.0,403638588.0,405757083.71428573,6996723.507286166,11,47,4,False
Florida,2020-11-29,Beverages,373685633,2020-11-29,428095160.0,408643647.0,415458417.0,409037045.28571427,10460641.478924157,11,48,4,False
Florida,2020-12-06,Beverages,386563175,2020-12-06,373685633.0,408146193.0,414827332.0,404043043.28571427,16217108.856325882,12,49,4,False
Florida,2020-12-13,Beverages,392477293,2020-12-13,386563175.0,404464567.0,418764433.0,400959755.0,17167767.259538587,12,50,4,False
Florida,2020-12-20,Beverages,418158147,2020-12-20,392477293.0,418301136.0,433358493.0,399247287.28571427,17329851.468585346,12,51,4,False
Florida,2020-12-27,Beverages,396895271,2020-12-27,418158147.0,402426821.0,425634983.0,399226860.28571427,17307450.117271185,12,52,4,False
Florida,2021-01-03,Beverages,407668717,2021-01-03,396895271.0,393181793.0,418545831.0,398436638.85714287,17269544.694196228,1,53,1,False
Florida,2021-01-10,Beverages,402837256,2021-01-10,407668717.0,428095160.0,418428105.0,400506199.4285714,17383475.374848228,1,1,1,False
Florida,2021-01-17,Beverages,404563342,2021-01-17,402837256.0,373685633.0,430682946.0,396897927.4285714,13461278.88374214,1,2,1,False
Florida,2021-01-24,Beverages,396317574,2021-01-24,404563342.0,386563175.0,455034695.0,401309028.71428573,9652427.30645303,1,3,1,False
Florida,2021-01-31,Beverages,407009773,2021-01-31,396317574.0,392477293.0,448570751.0,402702514.28571427,7982724.870276415,1,4,1,False
Florida,2021-02-07,Beverages,408426576,2021-02-07,407009773.0,418158147.0,411049344.0,404778582.85714287,6864964.642284856,2,5,1,False
Florida,2021-02-14,Beverages,417646270,2021-02-14,408426576.0,396895271.0,428211674.0,403388358.4285714,4639276.827321917,2,6,1,False
Florida,2021-02-21,Beverages,416763944,2021-02-21,417646270.0,407668717.0,417570225.0,406352786.85714287,5979407.914195621,2,7,1,False
Florida,2021-02-28,Beverages,437229448,2021-02-28,416763944.0,402837256.0,430782300.0,407652105.0,7021560.271135226,2,8,1,False
Florida,2021-03-07,Beverages,451704204,2021-03-07,437229448.0,404563342.0,416202637.0,412565275.28571427,12117153.795579812,3,9,1,False
Florida,2021-03-14,Beverages,528051577,2021-03-14,451704204.0,396317574.0,420287992.0,419299684.14285713,17639796.2360554,3,10,1,False
Florida,2021-03-21,Beverages,500049042,2021-03-21,528051577.0,407009773.0,432183859.0,438118827.4285714,39637306.76680773,3,11,1,False
Florida,2021-03-28,Beverages,458062675,2021-03-28,500049042.0,408426576.0,498199309.0,451410151.5714286,42474825.722692974,3,12,1,False
Florida,2021-04-04,Beverages,452821844,2021-04-04,458062675.0,417646270.0,390860705.0,458501022.85714287,38680893.8645812,4,13,2,False
Florida,2021-04-11,Beverages,431834953,2021-04-11,452821844.0,416763944.0,389580757.0,463526104.85714287,35172763.303578846,4,14,2,False
Florida,2021-04-18,Beverages,439545091,2021-04-18,431834953.0,437229448.0,401149842.0,465679106.14285713,32612540.23732117,4,15,2,False
Florida,2021-04-25,Beverages,437757560,2021-04-25,439545091.0,451704204.0,402325925.0,466009912.28571427,32332827.491639487,4,16,2,False
Florida,2021-05-02,Beverages,456177068,2021-05-02,437757560.0,528051577.0,405135429.0,464017534.5714286,33559408.458634555,5,17,2,False
Florida,2021-05-09,Beverages,463060774,2021-05-09,456177068.0,500049042.0,408643647.0,453749747.5714286,21067101.807002842,5,18,2,False
Florida,2021-05-16,Beverages,454518216,2021-05-16,463060774.0,458062675.0,408146193.0,448465709.28571427,11047834.785682295,5,19,2,False
Florida,2021-05-23,Beverages,461793037,2021-05-23,454518216.0,452821844.0,404464567.0,447959358.0,10671182.284181548,5,20,2,False
Florida,2021-05-30,Beverages,468613673,2021-05-30,461793037.0,431834953.0,418301136.0,449240957.0,11670159.455348656,5,21,2,False
Florida,2021-06-06,Beverages,453226022,2021-06-06,468613673.0,439545091.0,402426821.0,454495059.85714287,10905059.927309075,6,22,2,False
Florida,2021-06-13,Beverages,468182255,2021-06-13,453226022.0,437757560.0,393181793.0,456449478.5714286,9132461.292440588,6,23,2,False
Florida,2021-06-20,Beverages,463942370,2021-06-20,468182255.0,456177068.0,428095160.0,460795863.5714286,5853518.229844061,6,24,2,False
Florida,2021-06-27,Beverages,471658231,2021-06-27,463942370.0,463060774.0,373685633.0,461905192.4285714,5603553.544100108,6,25,2,False
Florida,2021-07-04,Beverages,495492035,2021-07-04,471658231.0,454518216.0,386563175.0,463133400.5714286,6579466.024398057,7,26,3,False
Florida,2021-07-11,Beverages,445551996,2021-07-11,495492035.0,461793037.0,392477293.0,468986803.28571427,12165813.728267632,7,27,3,False
